word,phonetic,definition,translation,tag,context,collins,oxford,bnc,frq
undetermined,'ʌndi'tә:mind,a. not yet having been ascertained or determined,"a. 未经决定的, 未确定的, 性质未明的, 形式未定的, 缺乏决断力的
[计] 未定的",,"If I did not return, all that lay aheadwas unknown, undetermined, unsafe, insecure, unsanctified,unpredictable.",0,0,34068,20416
undeveloped,.ʌndi'velәpt,a. not developed,"a. 未充分发育的, 未开发的",,,0,0,18510,14364
undisciplined,.ʌn'disiplind,"s. not subjected to discipline
s. lacking in discipline or control","a. 未受过训练的, 训练不足的, 不遵守纪律的
[法] 缺乏纪律的, 任性的, 无修养的",,Because it is undisciplineddiscipline.,0,0,20507,21011
unemotionally,,r. in an unemotional manner,adv. unemotional的变形,,,0,0,40363,0
unending,.ʌn'endiŋ,s continuing forever or indefinitely,"a. 无穷尽的, 无止境的, 不停的",,"The ministernever fought back and counseled his daughter also to respondto her mother by turning the other cheek and, in the name ofChristian charity, being unendingly submissive and respect-ful.",0,0,19193,15817
unendingly,ʌ'nendɪŋlɪ,r with unflagging resolve,"adv. 无止境地, 不停地; 不断重复地",,"The ministernever fought back and counseled his daughter also to respondto her mother by turning the other cheek and, in the name ofChristian charity, being unendingly submissive and respect-ful.",0,0,0,0
unethical,,a. not conforming to approved standards of social or professional behavior,a. 不道德的,,At that time I would have agreed with theproposition that it would be dangerous and unethical anddestructive for a psychotherapist to practice his art upon hisfriends and family.,0,0,20466,12724
unexaminable,",ʌni^'zæminәbl, -e^-",,"a. 难以查讯的, 无法测知的, 无法测定的",,In a very real sense we will beattempting to examine the unexaminable and to know theunknowable.,0,0,0,0
unexplainable,",ʌnik'spleinәbl, -ek-",s not to be accounted for or explained,"[法] 不能说明的, 无法解释的",,"But the reality of241 GROWTH AND RELIGION236 GRACEgrace will remain unexplainable within the conceptualframe-work of conventional science and ""natural law"" aswe under-stand it.",0,0,48477,27470
unexpurgated,'ʌn'ekspә:^eitid,s. not having material deleted,"a. 未删改过的, 完整的",,,0,0,0,45240
unfailingly,ʌn'feɪlɪŋlɪ,r. without fail,"adv. 无穷尽地, 经久不衰地; 可靠地",,Whoamong us can say that they unfailingly devote sufficient timeto analyzing their children's problems or tensions within the32 DISCIPLINEfamily?,0,0,32665,23418
unfaithful,.ʌn'feiθful,"a. not true to duty or obligation or promises
a. having sexual relations with someone other than your husband or wife, or your boyfriend or girlfriend
s. not trustworthy","a. 不诚实的, 不忠实的
[法] 不正当的, 不信实的, 不正确的",,"Forinstance, every day I see men and women, like yourself,who want to be unfaithful, and some are, and they are notpunished by God.",1,0,19868,18240
unfamiliar,.ʌnfә'miljә,a. not known or well known,a. 不熟悉的,,"When weextend ourselves, our self enters new and unfamiliarterritory, so to speak.",1,0,6518,5911
ungrateful,.ʌn'greitful,"a. not feeling or showing gratitude
s. disagreeable","a. 忘恩负义的, 使人不愉快的, 徒劳的, 讨厌的",,"We really likeit here, and we don't want to seem ungrateful, butYour law on this matter doesn't make much sense tous, and we'd really appreciate it if you explained it tous""?",0,0,19839,19818
unhappily,.ʌn'hæpili,r. in an unpleasant way,"adv. 不幸福地, 不幸地",,"If she had, she would not haveallowed herself to spend most of her day so unhappilyand unproductively.",0,0,14601,19190
unhappiness,,n. state characterized by emotions ranging from mild discontentment to deep grief,n. 苦恼；忧愁,,"Dependent people are interested intheir own nourishment, but no more; they desire filling, theydesire to be happy; they don't desire to grow, nor are theywilling to tolerate the unhappiness, the loneliness and suffer-ing involved in growth.",0,1,11535,12975
unharmed,'ʌn'hɑ:md,s. not injured,"a. 没有受伤的, 没有受害的, 无恙的, 平安的",,"I pulled myself out from under thecar and, in a panic, ran off home unharmed.",1,0,18904,18182
unhesitatingly,ʌn'hezɪteɪtɪŋlɪ,r. without hesitation,"adv. 不踌躇地, 坚定地, 迅速地; 爽爽快快",,"A very few march unambivalently andunhesitatingly into adulthood, ever eager for new andgreater responsibilities.",0,0,32934,31619
unhindered,ʌn'hindәd,s not slowed or blocked or interfered with,"a. 不受妨碍的, 不受阻碍的",,"She had them when she was outside,unhindered by her husband, free to move about andrelate with others.",0,0,20444,26824
unification,.ju:nifi'keiʃәn,"n an occurrence that involves the production of a union
n the state of being joined or united or linked
n the act of making or becoming a single unit","n. 统一, 联合, 一致
[医] 连结; 统一",gre,"Thisunification of speaker and listener is actually an extensionand enlargement of ourself, and new knowledge is alwaysgained from this.",2,0,7411,9994
uninterested,.ʌn'intәristid,"a. not having or showing interest
s. having no care or interest in knowing","a. 不感兴趣的, 无利害关系的",,,0,0,18575,16987
Unitarian,",ju:ni'teәriәn","n. adherent of Unitarianism
a. of or relating to or characterizing Unitarianism","a. 唯一神教派的
n. 唯一神教派的教徒",,,0,0,28406,21181
unitary,'ju:nitәri,"a. relating to or characterized by or aiming toward unity
a. of or pertaining to or involving the use of units
a. characterized by or constituting a form of government in which power is held by one central authority","a. 单位的, 单一的, 归一的, 整体的
[化] 幺正; 幺正的",,"Third, this unitary definition of love includes self-love withlove for the other.",1,0,10376,16824
unknowable,.ʌn'nәuәbl,a. not knowable,"a. 不能知道的, 不可知的",,In a very real sense we will beattempting to examine the unexaminable and to know theunknowable.,0,0,23589,19935
unknowing,ʌn'nәuiŋ,"n ignorance (especially of orthodox beliefs)
s unaware because of a lack of relevant information or knowledge","a. 无知的, 不知道的, 没察觉的",,,0,0,26496,24300
unlearn,.ʌn'lә:n,"v. try to forget; put out of one's memory or knowledge
v. discard something previously learnt, like an old habit","vt. 使忘掉, 从脑中扫除掉, 抛掉以前的想法",,In the strength of your religion you are willing tosuffer the pains of challenge and the agonies ofunlearning.,0,0,35612,28378
unlovable,'ʌnlʌvəbl,s. incapable of inspiring love or affection,a. 不可爱的,,Thus the child who isnot loved by his parents will always assume himself orherself to be unlovable rather than see the parents asdeficient in their capacity to love.,0,0,38584,35625
unlove,",ʌn'lʌv",v. t. To cease to love; to hate.,"v. 不再爱,停止爱",,So it is that the quality of discipline afforded by lovingparents is superior to the discipline of unloving parents.,0,0,44421,0
unmasculine,",ʌn'mæskjjlin",,"a. 非男性的,无男子汉气概的",,,0,0,0,0
unmeasurable,",ʌn'meʒәrәbl, -'mei-",a impossible to measure,"a. 无法计量的, 不可测的, 无限的",,"Through theuse of hardware such as electron microscopes,spectrophotometers and computers, and software such asstatistical techniques we are now able to makemeasurements of increasingly complex phenomena which afew decades ago were unmeasurable.",0,0,48473,37841
unnatural,.ʌn'næʃәrәl,a. not in accordance with or determined by nature; contrary to nature,"a. 不自然的, 反常的, 不近人情的
[法] 不自然的, 违背人道, 邪恶的",,Yet we teach ourselves to do the unnatural until the unnaturalbecomes itself second nature.,1,0,8550,9663
unnecessarily,ʌn'nesisәrili,"r. in an unnecessary manner
r. without any necessity","adv. 不必要地, 多余地",,"Similarly, it is possible to achieve personal growth withoutemploying psychotherapy, but often the task isunnecessarily tedious, lengthy and difficult.",0,0,8444,12661
unopposed,'ʌnә'pәuzd,a. not having opposition or an opponent,"[法] 无反对的, 无对手的",,"Alone, unchallenged,uncontradicted, unopposed, she ran it.",0,0,20074,21241
unpopular,'ʌn'pɔpjulә,a. regarded with disfavor or lacking general approval,"a. 不得人心的, 不受欢迎的, 不流行的",,,2,0,7586,8474
unproductive,.ʌnprә'dʌktiv,"a. not producing or capable of producing
s. not producing desired results","a. 不生产的, 无出产的, 不毛的
[经] 非生意性的, 浪费的",gre,"If she had, she would not haveallowed herself to spend most of her day so unhappilyand unproductively.",1,0,14719,17328
unproductively,,r in an unproductive manner,"非生产性地
无成效地",,"If she had, she would not haveallowed herself to spend most of her day so unhappilyand unproductively.",0,0,0,0
unquestioned,ʌn'kwestʃәnd,s generally agreed upon; not subject to dispute,"a. 未经审问的, 未经调查的, 无异议的, 不被怀疑的
[法] 不成问题的, 无疑的, 未被调查的",,"While I believe that the skeptical worldview of the scientific-minded is a distinct improvementover a world view based upon blind faith, localsuperstition and unquestioned assumptions, I also believethat most of the scientific-minded have only barely begunthe journey of spiritual growth.",0,0,19293,18205
unreal,'ʌn'ri(:)әl,"a. lacking in reality or substance or genuineness; not corresponding to acknowledged facts or criteria
a. not actually such; being or seeming fanciful or imaginary","a. 假的, 虚构的, 不真实的, 幻想的",,That which is false is unreal.,1,0,11141,12554
unrealism,,,[网络] 不现实,,No amount of realistic reassurancecould interrupt the unrealism of his worthless self-image.,0,0,0,0
unrealistic,.ʌnriә'listik,a. not realistic,"a. 不切实际的, 幻想的",,"It isnecessary at times to tell children simply to shut up-when,for instance, their talk may be distracting in situations that135 LOVEcritically require attention elsewhere or when it mayrepresent a rude interruption of others and an attempt toachieve hostile or unrealistic dominance.",1,0,7764,8684
unreality,.ʌnri'æliti,"n. the quality possessed by something that is unreal
n. the state of being insubstantial or imaginary; not existing objectively or in fact","n. 不真实, 非现实, 不存在之物",,The unreality of these feelings whenwe have fallen in love is essentially the same as theunreality of the two-year-old who feels itself to be king ofthe family and the world with power unlimited.,0,0,19837,24037
